id;name;website;vertical;sub_vertical;country;region;city;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng
;QV Bioelectronics;qvbio.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PhotonPath;photon-path.com/;otra;otra_especificar;S/D;Italy;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Graphmatech;graphmatech.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PHIX;phix.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nanusens;nanusens.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Abionic;abionic.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Innomedica;innomedica.com/en;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;GRAPHENEST;graphenest.com/;otra;otra_especificar;S/D;Portugal;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Naco;naco.tech/;otra;otra_especificar;S/D;Latvia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Graphenea;graphenea.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Picosun;picosun.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Causeway Sensors;causewaysensors.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Smart Nano NI;smartnanoni.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;QustomDot;qustomdot.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;QNA Technology;qnatechnology.com/;otra;otra_especificar;S/D;Poland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ReCatalyst;recatalyst.si/;otra;otra_especificar;S/D;Slovenia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nanup;jindaqiye.com.cn/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Micronit;micronit.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TESCAN;tescan.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Captain Corrosion;captaincorrosion.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;RadiantNano;radiantnano.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Raith;raith.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Temicon;temicon.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Juniper Square;junipersquare.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Dash Water;dash-water.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zaara Biotech;zaara.co.in/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Innis & Gunn;innisandgunn.com/;otra;otra_especificar;S/D;Scotland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;The Rainforest Company;therainforestco.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;VitalFluid;vitalfluid.nl/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Food Union Group;foodunion.com/;otra;otra_especificar;S/D;Latvia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Plan(e)t Foods;planetfoods.eu/;otra;otra_especificar;S/D;Greece;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Metameat;meta-meat.net/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Utilidata;utilidata.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Type One Energy;typeoneenergy.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Newcleo;newcleo.com/;otra;otra_especificar;Francia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Stegra;h2greensteel.com/;otra;otra_especificar;S/D;Sweden;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ohmium;ohmium.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PosiGen;posigen.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gridmatic;gridmatic.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Caban Systems;cabansystems.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Thea Energy;thea.energy/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sunsure Energy;sunsure-energy.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sonnen;sonnen.de/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BURN;burnstoves.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;VoltStorage;voltstorage.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sun King;sunking.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;EDP Renewables APAC;edp.com/en/asia-pacific;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;tado°;tado.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Avaada;avaada.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;GKinetic Energy;gkinetic.com/;otra;otra_especificar;S/D;Ireland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hylenr Technologies Private Limited;hylenr.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Jakson Green;jakson-green.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Weishi Energy;ftxt-e.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Allume Energy;allumeenergy.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;UrbanChain;urbanchain.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Thrive Renewables;thriverenewables.co.uk/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ryse Energy;ryse.energy/;otra;otra_especificar;S/D;United Arab Emirates;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NX Technologies;nx-tech.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Brite Energy Partners;bep.co.kr/main/main;otra;otra_especificar;S/D;South Korea;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cortexia;cortexia.ch/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kitemill;kitemill.com/;otra;otra_especificar;S/D;Norway;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Jolt Electrodes;jolt-solutions.com/;otra;otra_especificar;España;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Solar Monkey;solarmonkey.nl/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CYTOK® hydrogen pirates®;cytok.de/en/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Resalta;resalta.com/;otra;otra_especificar;S/D;Slovenia;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Laki Power;lakipower.com/;otra;otra_especificar;S/D;Iceland;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Qpinch;qpinch.com/;otra;otra_especificar;S/D;Belgium;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Glean;glean.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;EliseAI;eliseai.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Anysphere;anysphere.inc/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cognition;cognition.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CuspAI;cusp.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Databricks;databricks.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Labs;lavlabs.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Harvey;harvey.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Spring Health;springhealth.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;You.com;you.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MarqVision;marqvision.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Character.ai;character.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CodeRabbit;coderabbit.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;OpenEvidence;openevidence.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Suno;suno.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Factory;factory.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;DeepL;deepl.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;n8n;n8n.io/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Clay;clay.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Apptronik;apptronik.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FriendliAI;friendli.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Assort Health;assorthealth.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Phia;phia.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Thinking Machines Lab;thinkingmachines.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sierra;sierra.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Apollo.io;apollo.io/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;VAST Data;vastdata.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Exa;exa.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Rebellions;rebellions.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Lila Sciences;lila.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Valence;valence.co/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Distyl AI;distyl.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zania;zania.ai/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ambience Healthcare;ambiencehealthcare.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cyera;cyera.com/;otra;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agibot;agibot.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;IFS;ifs.com/;foodtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CRED;credplatform.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Keychain;keychain.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Motive;gomotive.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Attio;attio.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ketryx;ketryx.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Burnt;getburnt.ai/;foodtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Maisa;maisa.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Quantexa;quantexa.com/;otra;otra_especificar;Reino Unido;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Paid;paid.ai/;otra;otra_especificar;Reino Unido;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Enter;getenter.ai/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Centari;centari.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Trust & Will;trustandwill.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TeamSystem;teamsystem.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agave;useagave.com/;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Treding AI Tolls;trendingaitools.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;Directorio curado de herramientas de inteligencia artificial (AI):;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agremo;agremo.com;agtech;otra_especificar;S/D;Serbia;S/D;S/D;S/D;Analítica agrícola basada en computer vision para monitoreo de cultivos y rendimiento;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgriWebb;agriwebb.com;agtech;otra_especificar;Australia;S/D;S/D;S/D;S/D;Software de gestión ganadera y trazabilidad para productores;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Taranis;taranis.ag;agtech;otra_especificar;Estados Unidos;Israel;S/D;S/D;S/D;Imágenes de alta resolución + IA para detección temprana de problemas en cultivos;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AgroStar;agrostar.in;agtech;otra_especificar;India;S/D;S/D;S/D;S/D;Marketplace digital de insumos y asesoramiento para agricultores;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;SunCulture;sunculture.com;climatech;otra_especificar;S/D;Kenya;S/D;S/D;S/D;Sistemas de riego solar accesibles para pequeños agricultores;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kula Bio;kulabio.com;biotech_bioinputs;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Fertilizantes biológicos a partir de microbios fijadores de nitrógeno;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;DroneDeploy;dronedeploy.com;agtech;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Plataforma de mapeo y análisis con drones;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Plantible Foods;plantiblefoods.com;foodtech;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Proteínas vegetales funcionales para la industria alimentaria;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nitricity;nitricity.co;agtech;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Producción de fertilizantes con energía renovable y bajas emisiones;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nofence;nofence.no;agtech;otra_especificar;S/D;Norway;S/D;S/D;S/D;Cercas virtuales con collares GPS para ganado;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Artemis;artemisag.com;agtech;indoor_ag;Estados Unidos;S/D;S/D;S/D;S/D;Software de inteligencia para agricultura indoor y vertical;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Halter;halterhq.com;agtech;otra_especificar;S/D;New Zealand;S/D;S/D;S/D;Collares inteligentes para manejo remoto y optimización del ganado;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FREDsense;fredsense.com;climatech;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Sensores para detección de contaminantes en agua;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Pyka;flypyka.com;agtech;ag_hardware;Estados Unidos;S/D;S/D;S/D;S/D;Aviones autónomos eléctricos para fumigación y logística;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Inari;inari.com;biotech_bioinputs;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Biotecnología para semillas más resilientes y sostenibles;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Vertical Harvest;verticalharvestfarms.com;agtech;otra_especificar;Estados Unidos;S/D;S/D;S/D;S/D;Operador de granjas verticales urbanas;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aigen;aigen.io;agtech;ag_hardware;S/D;S/D;S/D;S/D;S/D;Robots solares con IA para control de malezas sin químicos;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bonsai Robotics;bonsai.ag;agtech;ag_hardware;Estados Unidos;S/D;S/D;S/D;S/D;Automatización robótica para cosecha y operaciones agrícolas;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Terramera;terramera.com;biotech_bioinputs;biofertilizers;S/D;Canada;S/D;S/D;S/D;Bioinsumos y soluciones para reducir pesticidas químicos;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ynsect;ynsect.com;foodtech;novel_ingredients;Francia;S/D;S/D;S/D;S/D;Producción de proteína de insectos para alimento y fertilizantes;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Full Harvest;fullharvest.com;circular_economy;waste_upcycling;Estados Unidos;S/D;S/D;S/D;S/D;Marketplace B2B para venta de productos agrícolas “imperfectos”;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
;RootWave;rootwave.com;climatech;otra_especificar;Reino Unido;S/D;S/D;S/D;S/D;Control de malezas mediante electricidad, sin herbicidas;S/D;S/D;S/D;S/D;;startup;S/D;S/D;S/D;S/D;DRAFT;;
